0.5 1000 9.96766e-07
0.5 1010 1.15351e-06
0.5 1020 1.330438e-06
0.5 1030 1.529531e-06
0.5 1040 1.752889e-06
0.5 1050 2.002738e-06
0.5 1060 2.281428e-06
0.5 1070 2.591435e-06
0.5 1080 2.93536e-06
0.5 1090 3.315927e-06
0.5 1100 3.735982e-06
0.5 1110 4.198492e-06
0.5 1120 4.706544e-06
0.5 1130 5.263339e-06
0.5 1140 5.872189e-06
0.5 1150 6.536516e-06
0.5 1160 7.259844e-06
0.5 1170 8.045798e-06
0.5 1180 8.898095e-06
0.5 1190 9.820541e-06
0.5 1200 1.081702e-05
0.5 1210 1.18915e-05
0.5 1220 1.304801e-05
0.5 1230 1.429065e-05
0.5 1240 1.562355e-05
0.5 1250 1.705093e-05
0.5 1260 1.8577e-05
0.5 1270 2.020605e-05
0.5 1280 2.194235e-05
0.5 1290 2.379021e-05
0.5 1300 2.575394e-05
0.5 1310 2.783785e-05
0.5 1320 3.004624e-05
0.5 1330 3.238339e-05
0.5 1340 3.485356e-05
0.5 1350 3.746097e-05
0.5 1360 4.020978e-05
0.5 1370 4.310415e-05
0.5 1380 4.614812e-05
0.5 1390 4.93457e-05
0.5 1400 5.270082e-05
0.5 1410 5.621734e-05
0.5 1420 5.9899e-05
0.5 1430 6.374948e-05
0.5 1440 6.777234e-05
0.5 1450 7.197104e-05
0.5 1460 7.634891e-05
0.5 1470 8.090919e-05
0.5 1480 8.565498e-05
0.5 1490 9.058924e-05
0.5 1500 9.57148e-05
0.5 1510 0.0001010344
0.5 1520 0.0001065505
0.5 1530 0.0001122656
0.5 1540 0.000118182
0.5 1550 0.0001243016
0.5 1560 0.0001306266
0.5 1570 0.0001371586
0.5 1580 0.0001438993
0.5 1590 0.0001508502
0.5 1600 0.0001580126
0.5 1610 0.0001653876
0.5 1620 0.0001729762
0.5 1630 0.0001807792
0.5 1640 0.0001887972
0.5 1650 0.0001970308
0.5 1660 0.0002054803
0.5 1670 0.0002141457
0.5 1680 0.0002230271
0.5 1690 0.0002321242
0.5 1700 0.0002414369
0.5 1710 0.0002509644
0.5 1720 0.0002607063
0.5 1730 0.0002706617
0.5 1740 0.0002808295
0.5 1750 0.0002912087
0.5 1760 0.0003017981
0.5 1770 0.0003125961
0.5 1780 0.0003236013
0.5 1790 0.0003348119
0.5 1800 0.0003462262
0.5 1810 0.000357842
0.5 1820 0.0003696574
0.5 1830 0.0003816701
0.5 1840 0.0003938777
0.5 1850 0.0004062778
0.5 1860 0.0004188678
0.5 1870 0.000431645
0.5 1880 0.0004446066
0.5 1890 0.0004577497
0.5 1900 0.0004710712
0.5 1910 0.0004845681
0.5 1920 0.0004982372
0.5 1930 0.0005120752
0.5 1940 0.0005260786
0.5 1950 0.0005402441
0.5 1960 0.0005545682
0.5 1970 0.0005690472
0.5 1980 0.0005836774
0.5 1990 0.0005984552
0.5 2000 0.0006133768
0.5 2010 0.0006284383
0.5 2020 0.0006436358
0.5 2030 0.0006589654
0.5 2040 0.0006744231
0.5 2050 0.0006900048
0.5 2060 0.0007057066
0.5 2070 0.0007215243
0.5 2080 0.0007374538
0.5 2090 0.0007534909
0.5 2100 0.0007696314
0.5 2110 0.0007858713
0.5 2120 0.0008022062
0.5 2130 0.000818632
0.5 2140 0.0008351444
0.5 2150 0.0008517392
0.5 2160 0.0008684121
0.5 2170 0.000885159
0.5 2180 0.0009019756
0.5 2190 0.0009188577
0.5 2200 0.000935801
0.5 2210 0.0009528014
0.5 2220 0.0009698547
0.5 2230 0.0009869566
0.5 2240 0.001004103
0.5 2250 0.00102129
0.5 2260 0.001038513
0.5 2270 0.001055769
0.5 2280 0.001073052
0.5 2290 0.00109036
0.5 2300 0.001107688
0.5 2310 0.001125032
0.5 2320 0.001142388
0.5 2330 0.001159753
0.5 2340 0.001177122
