#EW NS
3.775021 	1.592157
3.774822 	2.167581
4.350512 	1.591160
4.350283 	2.166519
-4.350855 	1.593991
-4.350625 	2.169352
-3.775363 	1.594990
-3.775163 	2.170416
3.773691 	-2.169659
3.773890 	-1.594232
4.349153 	-2.168595
4.349382 	-1.593234
-4.350720 	-2.165506
-4.350949 	-1.590145
-3.775258 	-2.166569
-3.775457 	-1.591142
1.919878 	2.004674
1.919413 	3.731221
3.646424 	2.001648
3.645543 	3.727789
-3.645853 	2.002667
-3.644972 	3.728808
-1.919306 	2.005694
-1.918842 	3.732241
1.918441 	-3.731505
1.918905 	-2.004957
3.644571 	-3.728073
3.645452 	-2.001932
-3.646513 	-3.727898
-3.647394 	-2.001758
-1.920383 	-3.731333
-1.920848 	-2.004785
0.062876 	0.090876
0.062871 	1.817739
1.789741 	0.090586
1.789598 	1.817315
-1.789413 	0.091155
-1.789270 	1.817884
-0.062549 	0.091446
-0.062544 	1.818309
0.061814 	-1.817472
0.061819 	-0.090609
1.788540 	-1.817048
1.788683 	-0.090319
-1.789454 	-1.816611
-1.789597 	-0.089881
-0.062727 	-1.817035
-0.062733 	-0.090172
0.063143 	2.003834
0.063128 	3.730533
1.789845 	2.002826
1.789415 	3.729391
-1.789367 	2.003694
-1.788937 	3.730258
-0.062666 	2.004701
-0.062651 	3.731401
0.062113 	-3.730976
0.062129 	-2.004276
1.788400 	-3.729834
1.788830 	-2.003269
-1.790386 	-3.729368
-1.790817 	-2.002803
-0.064099 	-3.730512
-0.064115 	-2.003812
1.919874 	0.091290
1.919720 	1.818003
3.646584 	0.090417
3.646292 	1.816728
-3.646562 	0.090679
-3.646270 	1.816989
-1.919852 	0.091552
-1.919698 	1.818266
1.918871 	-1.817584
1.919025 	-0.090871
3.645443 	-1.816309
3.645736 	-0.089998
-3.646416 	-1.816060
-3.646708 	-0.089749
-1.919844 	-1.817335
-1.919998 	-0.090622
